FIELD;;;;;fld_email;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;655;547;1327;EDIT
INPUT;;;;;fld_email;contact@email.com;;;16777215;772;551;789;FALSE
FIELD;;;;;fld_fistname;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;687;569;1328;EDIT
INPUT;;;;;fld_fistname;voornaam;;;16448250;687;569;769;FALSE
FIELD;;;;;fld_initials;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;724;591;1332;EDIT
INPUT;;;;;fld_initials;v.l.;;;16777215;724;591;774;FALSE
FIELD;;;;;fld_lastname_req;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;680;612;1318;EDIT
INPUT;;;;;fld_lastname_req;achternaam;;;7253247;680;612;774;FALSE
FIELD;;;;;fld_countryContact;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;12830667;672;630;1325;EDIT
INPUT;;;;;fld_countryContact;ned;;;15396595;672;630;783;FALSE
KEY;;;;;fld_countryContact;ENTER;;;15659766;692;627;784;FALSE
FIELD;;;;;fld_tel;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;666;658;1331;EDIT
INPUT;;;;;fld_tel;0613993564;;;16777178;666;658;779;FALSE
SLUIT;64;85
